latent_index,spearman,p_value
2471,,
2472,,
2473,0.4944298928783503,1.710689093983611e-07
2474,-0.15029238187571195,0.13556294188402931
2475,,
2476,,
2477,,
2478,,
2479,,
2480,,
2481,,
2482,,
2483,,
2484,-0.12205330381505954,0.22638764980490428
2485,0.5448773916577606,4.605440078650493e-09
2486,,
2487,0.3099157808326637,0.001702027470268311
2488,,
2489,0.010579153128119467,0.916800834671077
2490,-0.37513688993619776,0.0001202400008409051
2491,,
2492,0.3327722721911475,0.0007174121408809422
2493,,
2494,,
2495,0.19716349082848625,0.04927641107249176
2496,,
2497,,
2498,,
2499,,
2500,0.020960284671878215,0.8360173984776051
2501,,
2502,,
2503,,
2504,,
2505,,
2506,,
2507,0.40157577177538906,3.4582992155337456e-05
2508,,
2509,,
2510,0.5962069865856868,5.962406313998085e-11
2511,-0.4728995460696761,6.756768461900292e-07
2512,,
2513,,
2514,,
2515,0.29597026077041205,0.002791786573852867
2516,,
2517,0.4698152098769061,8.164152479873671e-07
2518,,
2519,,
2520,0.30939372392844,0.0017346021065110997
2521,,
2522,,
2523,,
2524,,
2525,,
2526,,
2527,,
2528,,
2529,,
2530,,
2531,0.3664839467650416,0.00017675231544899743
2532,,
2533,,
2534,,
2535,-0.5218168780608445,2.5861009985737572e-08
2536,,
2537,,
2538,0.04494489899581101,0.6570261023596805
2539,,
2540,,
2541,,
2542,,
2543,,
2544,,
2545,0.5462695434023571,4.1324217292303235e-09
2546,-0.009138996150950622,0.9280942452073343
2547,,
2548,,
2549,,
2550,,
2551,,
2552,,
2553,,
2554,,
2555,0.2524055122110545,0.01129349549328803
2556,-0.5287596348216126,1.5592066830931946e-08
2557,0.37279063419422676,0.00013362343050363803
2558,-0.21238715020797527,0.03388515158913247
2559,,
2560,,
2561,-0.1798276012158163,0.0734069877005779
2562,,
2563,,
2564,0.0018181981836756656,0.9856760276782388
2565,,
2566,,
2567,,
2568,,
2569,,
2570,0.3123520463857077,0.0015572161544885992
2571,,
2572,-0.11694074654611014,0.246584381592344
2573,,
2574,-0.2369538279768471,0.017612902428635575
2575,,
2576,0.21008889969857664,0.03590955627453946
2577,,
2578,,
2579,,
2580,,
2581,,
2582,,
2583,0.08573134472004698,0.3963835038710445
2584,0.3464237602038939,0.00041450595870270345
2585,,
2586,0.2617425299463659,0.008524794329064842
2587,,
2588,,
2589,,
2590,,
2591,,
2592,0.4657947716489765,1.0418954035614728e-06
2593,,
2594,,
2595,,
2596,,
2597,,
2598,-0.15886131588986657,0.11440872054470919
2599,-0.19929372302388187,0.04682606707055517
2600,,
2601,,
2602,,
2603,,
2604,,
2605,0.3688782077395848,0.00015905191077081817
2606,0.27691818409328256,0.005284977727983408
2607,,
2608,-0.2668610878693868,0.007276517974875018
2609,,
2610,0.13611324468585512,0.17691554175320287
2611,,
2612,,
2613,,
2614,0.12904406580839994,0.2006949655374571
2615,,
2616,,
2617,0.3340744141246711,0.0006815686240800998
2618,,
2619,,
2620,,
2621,0.0958004422520858,0.34305668258949684
2622,,
2623,0.3171945742214379,0.0013020479034589348
2624,,
2625,,
2626,,
2627,,
2628,,
2629,,
2630,,
2631,,
2632,,
2633,,
2634,0.28407696440062596,0.0041791385534094404
2635,,
2636,,
2637,0.17653324213054256,0.07892387834609033
2638,,
2639,,
2640,,
2641,,
2642,,
2643,,
2644,-0.1021011290271995,0.3121029879707704
2645,,
2646,,
2647,,
2648,,
2649,,
2650,,
2651,,
2652,,
2653,,
2654,,
2655,,
2656,0.30325505481325776,0.002162271486529206
2657,,
2658,,
2659,,
2660,,
2661,,
2662,-0.4625904223747757,1.2626354461225996e-06
2663,,
2664,-0.3698503136991737,0.00015234583527544453
2665,0.4779340948356955,4.941647720200221e-07
2666,0.06287485336156312,0.5342976996012259
2667,,
2668,0.38058130160147347,9.38300806560809e-05
2669,,
2670,,
2671,,
2672,,
2673,-0.16718422308708816,0.09640330582490696
2674,,
2675,0.31061185670496194,0.0016594564037303915
2676,0.11334035410318803,0.2615325626334361
2677,,
2678,0.440159977455371,4.595632097884203e-06
2679,,
2680,,
2681,,
2682,-0.5157262141782345,3.993989711418346e-08
2683,,
2684,,
2685,,
2686,-0.006522710975760556,0.9486455836054545
2687,,
2688,0.3290398653586516,0.0008299184539389766
2689,,
2690,,
2691,0.41003069336218445,2.26928243234488e-05
2692,-0.09128194973621856,0.36640347672594586
2693,,
2694,,
2695,0.4131150295549544,1.940448896737833e-05
2696,,
2697,0.5355463745765208,9.403107833536997e-09
2698,-0.11716877140082853,0.2456579302071175
2699,,
2700,-0.08823961812194937,0.3826593532997873
2701,,
2702,,
2703,0.4005125882890777,3.6435376092605754e-05
2704,-0.4149572303549162,1.7659398301029818e-05
2705,,
2706,,
2707,,
2708,,
2709,,
2710,,
2711,,
2712,,
2713,,
2714,-0.14460976246996654,0.15115213691540036
2715,,
2716,,
2717,,
2718,,
2719,,
2720,,
2721,,
2722,,
2723,,
2724,,
2725,-0.2350506656624189,0.018570748515000346
2726,,
2727,,
2728,-0.09556041608922435,0.34427282331826836
2729,,
2730,0.3940929561481826,4.9742159786471556e-05
2731,,
2732,,
2733,,
2734,,
2735,,
2736,,
2737,,
2738,,
2739,,
2740,,
2741,-0.2600323435359779,0.008981979295271848
2742,-0.2655589459358633,0.007577710542798974
2743,,
2744,,
2745,,
2746,,
2747,,
2748,,
2749,,
2750,,
2751,,
2752,0.22756280435489198,0.022787466463826532
2753,0.0778224826537614,0.4415319759277032
2754,0.3824756898656873,8.598419883837022e-05
2755,-0.5417150469620606,5.880194980075341e-09
2756,,
2757,,
2758,,
2759,,
2760,,
2761,-0.051845651178078385,0.6084529840653956
2762,-0.23749988749735698,0.017346072297508428
2763,,
2764,,
2765,,
2766,,
2767,,
2768,,
2769,-0.43703954964907155,5.461219371590281e-06
2770,0.045221935635072555,0.6550465402295456
2771,,
2772,,
2773,-0.4423982214240542,4.056305582238804e-06
2774,0.36167142219966897,0.00021797249532628444
2775,,
2776,,
2777,,
2778,0.624029677612673,4.027877286366533e-12
2779,,
2780,-0.20175399119321197,0.04412259166793023
2781,,
2782,0.17530310804587754,0.08106716455806283
2783,,
2784,0.2996666636784788,0.002454283487665542
2785,,
2786,-0.11768482765098069,0.2435701070176167
2787,,
2788,0.4223920407495504,1.200454416301146e-05
2789,,
2790,-0.5900923200867908,1.0418938099471909e-10
2791,0.2577100904102931,0.009637236443571595
2792,0.32314722306040244,0.0010406762859614942
2793,0.09562042262993971,0.34396853445378717
2794,0.3458957026455986,0.00042359272650224745
2795,0.37705709923908953,0.00011022442740643001
2796,,
2797,,
2798,,
2799,,
2800,,
2801,,
2802,,
2803,,
2804,,
2805,,
2806,,
2807,,
2808,0.472965553264463,6.729327997686046e-07
2809,-0.03290158627423655,0.745205806930425
2810,,
2811,,
2812,0.27741258998602564,0.005200980709423868
2813,,
2814,,
2815,0.31817963612497385,0.0012550445706477086
2816,0.21183509003339387,0.034362448975352795
2817,-0.4230221094270618,1.161333203929112e-05
2818,,
2819,,
2820,,
2821,,
2822,,
2823,,
2824,,
2825,,
2826,,
2827,0.19639742854800563,0.050183087853202205
2828,,
2829,,
2830,,
2831,,
2832,,
2833,,
2834,,
2835,-0.09516720376119213,0.3462709587031463
2836,,
2837,,
2838,,
2839,,
2840,,
2841,,
2842,0.03676600749630628,0.716484992298426
2843,,
2844,,
2845,,
2846,,
2847,,
2848,,
2849,,
2850,,
2851,-0.06936253530382935,0.49288255370044975
2852,,
2853,,
2854,-0.0847412367982434,0.4018804630461117
2855,-0.4780135375248079,4.917115726656715e-07
2856,,
2857,0.006528711629832092,0.9485984038086808
2858,0.3775791561433132,0.0001076386301840887
2859,,
2860,,
2861,,
2862,0.2389580464367404,0.016650586628543476
2863,,
2864,,
2865,,
2866,0.41630737752101205,1.64751097263279e-05
2867,0.19085080274522948,0.057166495373739856
2868,,
2869,-0.14506581217940337,0.1498534760214773
2870,0.2577220917184362,0.00963374502711261
2871,-0.1612897568880835,0.10890495128018413
2872,,
2873,,
2874,,
2875,,
2876,,
2877,,
2878,,
2879,,
2880,,
2881,,
2882,0.2118230887252508,0.034372887497891025
2883,,
2884,,
2885,,
2886,,
2887,,
2888,,
2889,,
2890,,
2891,,
2892,,
2893,,
2894,,
2895,0.3595291886961304,0.0002390381548775238
2896,,
2897,,
2898,,
2899,,
2900,,
2901,0.2927119056095675,0.003123295197387945
2902,,
2903,,
2904,0.5060711617771319,7.819302946743123e-08
2905,,
2906,,
2907,,
2908,,
2909,,
2910,,
2911,,
2912,0.6432341125443212,5.332756425065812e-13
2913,-0.39933152715263426,3.86016795225671e-05
2914,-0.28310485844103705,0.004316031883763018
2915,,
2916,,
2917,,
2918,,
2919,,
2920,,
2921,,
2922,0.07871057945634886,0.4363222352001773
2923,,
2924,0.055224019420353626,0.5852626318661731
2925,,
2926,-0.15290866705090203,0.12881062488874245
2927,,
2928,,
2929,,
2930,,
2931,,
2932,-0.17728932454355623,0.07762922220179265
2933,,
2934,,
2935,,
2936,,
2937,,
2938,,
2939,,
2940,0.30563131382558645,0.0019865578910589123
2941,,
2942,,
2943,,
2944,-0.0033183617015598785,0.9738607913100086
2945,,
2946,-0.03534385248135205,0.7270112099371742
2947,,
2948,,
2949,,
2950,,
2951,,
2952,,
2953,,
2954,,
2955,,
2956,,
2957,,
2958,0.11934700882879641,0.23692894449361582
2959,,
2960,0.3087276513264994,0.0017769819396892548
2961,,
2962,0.30523527065686495,0.0020149165317529583
2963,,
2964,0.3107498717486073,0.001651131061801051
2965,,
2966,,
2967,,
2968,0.3980593884894685,4.106932559570429e-05
2969,0.23822882568898052,0.016995323366718437
2970,0.2669931022589606,0.007246580944292736
2971,,
2972,,
2973,,
2974,,
2975,,
2976,,
2977,,
2978,,
2979,,
2980,,
2981,,
2982,-0.2317692628590393,0.02032778996864403
2983,0.14449297978054115,0.15148604466479088
2984,0.14863020069789623,0.1399905998396388
2985,0.31895876651846977,0.001218965812271922
2986,-0.20313414162966545,0.042663670938756684
2987,,
2988,0.2496152080677899,0.012260739335338024
2989,,
2990,0.3855900293288149,7.439903597173429e-05
2991,0.44275958908194774,3.975040573688558e-06
2992,,
2993,,
2994,,
2995,,
2996,-0.41490922512234396,1.77029414770912e-05
2997,,
2998,,
2999,0.4500670573274783,2.626858927226333e-06
3000,-0.07892660300292419,0.4350602959905582
3001,,
3002,,
3003,,
3004,,
3005,-0.026414879222905214,0.7941902137720623
3006,,
3007,,
3008,,
3009,0.45772389192275936,1.6842765707724435e-06
3010,,
3011,,
3012,,
3013,,
3014,,
3015,,
3016,,
3017,0.22796484817768492,0.02254186065085088
3018,,
3019,-0.29388803380758877,0.0029997657124194907
3020,,
3021,-0.19522527956337987,0.05159700555497774
3022,,
3023,-0.18149578304770356,0.0707342358214964
3024,,
3025,,
3026,,
3027,,
3028,,
3029,,
3030,,
3031,,
3032,,
3033,,
3034,0.04933737777617597,0.6259267966567033
3035,,
3036,0.31751860954130084,0.0012864125573993491
3037,,
3038,,
3039,,
3040,,
3041,,
3042,,
3043,,
3044,,
3045,,
3046,,
3047,,
3048,,
3049,,
3050,0.24195237281843732,0.015297648100098891
3051,,
3052,0.5451714237072659,4.501406517313552e-09
3053,,
3054,,
3055,-0.012079316646003679,0.9050544517141934
3056,-0.059280461572712544,0.5579647715004461
3057,,
3058,,
3059,0.32500742582257885,0.000969395846719326
3060,,
3061,,
3062,,
3063,,
3064,,
3065,,
3066,-0.1176083495450362,0.24387873941925212
3067,-0.36134738687980605,0.00022104468161379966
3068,,
3069,,
3070,,
3071,,
3072,,
3073,0.3430453919616186,0.00047588194374176875
3074,,
3075,,
3076,,
3077,-0.42776862679764743,9.028819102824849e-06
3078,,
3079,,
3080,,
3081,,
3082,-0.22501252637448876,0.024399342011661652
3083,,
3084,0.3087876578672148,0.0017731258845879963
3085,,
3086,,
3087,,
3088,,
3089,,
3090,-0.06652325103705752,0.5107965579117633
3091,,
3092,,
3093,,
3094,,
3095,,
3096,,
3097,,
3098,-0.2838909441244084,0.004205030150836547
3099,0.12531165897590404,0.21413874513321102
3100,,
3101,,
3102,0.28917151970736077,0.003523175679751923
3103,,
3104,,
3105,,
3106,,
3107,,
3108,-0.04391878714957821,0.6643787466066056
3109,,
3110,,
3111,,
3112,,
3113,,
3114,,
3115,,
3116,,
3117,-0.289855594271516,0.003442512119921536
3118,,
3119,-0.5006105665720332,1.1329961932644656e-07
3120,-0.38740822751249054,6.832523140772436e-05
3121,,
3122,,
3123,,
3124,,
3125,,
3126,,
3127,,
3128,-0.004146451963431963,0.9673410358664405
3129,,
3130,,
3131,,
3132,,
3133,0.42592042534361413,9.963139689951186e-06
3134,-0.2884934457972771,0.003604798449375636
3135,,
3136,,
3137,,
3138,,
3139,,
3140,,
3141,,
3142,,
3143,,
3144,,
3145,0.3330062976999375,0.0007108457726646898
3146,,
3147,,
3148,,
3149,,
3150,0.2680672193377657,0.007007019641510495
3151,-0.374044770895178,0.0001263067878145347
3152,-0.07496017066163833,0.4585594020862461
3153,,
3154,,
3155,,
3156,,
3157,,
3158,,
3159,,
3160,,
3161,0.2468849104652406,0.01327634824213091
3162,,
3163,-0.02676891781312589,0.7914940299318829
3164,,
3165,-0.3504622003940382,0.00035071984849182394
3166,,
3167,0.4775190767749953,5.071706265322656e-07
3168,,
3169,,
3170,-0.4455485648116111,3.397578124920024e-06
3171,,
3172,,
3173,,
3174,0.03429973867290463,0.7347718744617292
3175,,
3176,,
3177,,
3178,,
3179,,
3180,,
3181,0.04978142617746971,0.6228178635185594
3182,,
3183,,
3184,,
3185,,
3186,,
3187,,
3188,,
3189,,
3190,,
3191,,
3192,,
3193,,
3194,,
3195,,
3196,0.10304323171643079,0.3076355525951077
3197,,
3198,,
3199,-0.0025982832129754557,0.9795315572504351
3200,-0.15761918049705842,0.11730596318764808
3201,-0.23464899885334808,0.01877854208077245
3202,-0.06123667480003355,0.5450220689244865
3203,,
3204,-0.02739298583656572,0.7867474279099611
3205,,
3206,,
3207,,
3208,,
3209,0.10577352931898004,0.2949250717612591
3210,-0.06126667807039123,0.5448247099506689
3211,0.062238784029980204,0.5384492551826381
3212,,
3213,-0.2517994461498293,0.011497717890460975
3214,,
3215,0.42062784845251855,1.3166839473025814e-05
3216,,
3217,,
3218,,
3219,,
3220,,
3221,,
3222,,
3223,,
3224,,
3225,,
3226,,
3227,,
3228,,
3229,0.49903839520529064,1.2591604356701264e-07
3230,,
3231,0.47274952971788764,6.819528422766845e-07
3232,,
3233,0.341239195086086,0.0005120187075229216
3234,,
3235,,
3236,,
3237,,
3238,,
3239,,
3240,,
3241,0.3258055128140933,0.0009402021976860799
3242,,
3243,,
3244,,
3245,0.22474249694126963,0.024575572393745974
3246,0.4120289111680062,2.0507803977952574e-05
3247,,
3248,,
3249,0.10598955286555538,0.2939344166607255
3250,0.04044440844215837,0.6895080583191558
3251,,
3252,-0.11529656733050903,0.2533359364647586
3253,,
3254,,
3255,-0.34185726245545434,0.0004993788517906346
3256,,
3257,-0.07294995154767348,0.4707312760432736
3258,,
3259,0.17284884053061894,0.0854821620439635
3260,0.23706784040420634,0.017556899917218715
3261,-0.050885546526632484,0.6151162776283854
3262,0.3501561670363898,0.000355216961564763
3263,,
3264,0.07377804180954556,0.46569604239331397
3265,,
3266,0.2212981215042075,0.026920453592224742
3267,,
3268,,
3269,,
3270,0.48851324796381496,2.5188315831451056e-07
3271,,
3272,,
3273,,
3274,,
3275,,
3276,,
3277,,
3278,,
3279,,
3280,,
3281,,
3282,,
3283,,
3284,,
3285,-0.20873875253248086,0.03714549294704135
3286,,
3287,,
3288,,
3289,,
3290,,
3291,,
3292,,
3293,,
3294,0.2954722064824745,0.002840317869021865
3295,-0.039574313601785524,0.6958557311311755
3296,,
3297,,
3298,,
3299,-0.4840487613345915,3.3566792919652773e-07
3300,,
3301,,
3302,,
3303,,
3304,,
3305,,
3306,,
3307,0.3594031749606281,0.00024033403910719695
3308,0.4138243174018058,1.8714278490605865e-05
3309,,
3310,,
3311,,
3312,,
3313,0.0500574562647604,0.6208886105666682
3314,,
3315,,
3316,,
3317,0.408158489291865,2.4936286139081877e-05
3318,,
3319,0.09307574348380904,0.3570206982032347
3320,,
3321,0.03762410102853605,0.7101591446923591
3322,-0.125143640661901,0.2147586187115951
3323,,
3324,,
3325,0.417435500486461,1.5543143158903718e-05
3326,,
3327,-0.03245753787294282,0.7485293447249661
3328,,
3329,,
3330,,
3331,,
3332,,
3333,0.24843307921569713,0.012691831698367607
3334,,
3335,,
3336,,
3337,,
3338,,
3339,-0.21881385071859125,0.02872746073238412
3340,0.4878831792863036,2.623656011682834e-07
3341,,
3342,,
3343,,
3344,-0.20482032542376732,0.040935977571784535
3345,0.025790811199465382,0.7989486909217659
3346,,
3347,0.38287773368848027,8.439958871786759e-05
3348,,
3349,,
3350,0.0549820482220983,0.5869100979902411
3351,,
3352,0.41979975819064647,1.3748122260249396e-05
3353,,
3354,,
3355,,
3356,,
3357,,
3358,0.555780580105743,1.944595042167423e-09
3359,,
3360,,
3361,-0.3123520463857077,0.0015572161544885992
3362,-0.04053662592499471,0.6888365466472934
3363,,
3364,0.4300308733826168,7.997287837798525e-06
3365,,
3366,,
3367,,
3368,,
3369,,
3370,0.1609555441608329,0.10964992961404063
3371,,
3372,,
3373,,
3374,,
3375,,
3376,0.3293398980622285,0.000820311760034459
3377,,
3378,,
3379,,
3380,0.5159422377248098,3.9334628572099924e-08
3381,,
3382,0.3670540089018376,0.00017237984889667207
3383,,
3384,0.5072892945536537,7.192067909773697e-08
3385,0.0781945232061967,0.43934526028613985
3386,0.11610065497609497,0.25001840915786194
3387,0.3224130600416263,0.0010700988800320728
3388,,
3389,,
3390,,
3391,,
3392,-0.0905078653609903,0.3704988126860037
3393,,
3394,,
3395,,
3396,,
3397,,
3398,-0.203632195917603,0.04214715109597508
3399,0.2211721077687052,0.02700972947214155
3400,,
3401,,
3402,,
3403,,
3404,,
3405,,
3406,0.49789227027762706,1.3594500772628336e-07
3407,,
3408,,
3409,,
3410,,
3411,,
3412,,
3413,,
3414,,
3415,,
3416,,
3417,,
3418,0.07651434006616639,0.44926928475883887
3419,0.27930044375968266,0.0048910642288422556
3420,-0.010663162285120983,0.9161425404009276
3421,-0.3964872171227258,4.4322562776750664e-05
3422,,
3423,0.2806745935420646,0.004675934383316695
3424,,
3425,,
3426,0.14607392206342154,0.14701251308901137
3427,,
3428,0.3647977629709397,0.00019029388558405825
3429,,
3430,,
3431,-0.6574256594235057,1.0891689036215975e-13
3432,,
3433,0.36125737706873295,0.0002219051413072781
3434,-0.05791231244440214,0.5671033222444853
3435,,
3436,,
3437,0.3467898001022576,0.0004083127322670654
3438,,
3439,,
3440,,
3441,0.1462959462640684,0.1463923097712282
3442,0.38116754727809227,9.133367020341862e-05
3443,,
3444,,
3445,,
3446,,
3447,,
3448,-0.42529635732017423,1.0298640314261252e-05
3449,0.3609873476355138,0.00022450512925392845
3450,,
3451,,
3452,,
3453,0.27072550909145654,0.006443994920025045
3454,,
3455,,
3456,-0.1439676924843121,0.15299480119581316
3457,,
3458,-0.3533245123861613,0.0003111258590361882
3459,,
3460,,
3461,0.02367858096628441,0.8151079518423228
3462,,
3463,-0.5712382649940219,5.42367906659178e-10
3464,,
3465,,
3466,-0.11358638092012102,0.2604918917114702
3467,,
3468,,
3469,-0.02487871178059178,0.8059165868276412
3470,,
3471,0.14470577293511114,0.15087803539873887
3472,0.2172596813140632,0.029909421223354996
3473,,
3474,-0.1714866920563801,0.08801388997837488
3475,,
3476,,
3477,,
3478,,
3479,,
3480,,
3481,0.1906203494825736,0.05747304845294108
3482,0.04621103700490528,0.6479984621731196
3483,,
3484,,
3485,,
3486,,
3487,,
3488,,
3489,-0.2037282063827476,0.04204818233678153
3490,,
3491,0.46329249890114554,1.2107807476870041e-06
3492,,
3493,0.5383246774116424,7.619971593260763e-09
3494,,
3495,,
3496,-0.07881859122963653,0.4356910061441037
3497,,
3498,,
3499,,
3500,,
3501,,
3502,,
3503,,
3504,,
3505,,
3506,-0.0529557721813127,0.6007882836592664
3507,,
3508,0.15786520731399145,0.11672765502859443
3509,-0.26909933183807005,0.006783451192058577
3510,0.3086616441317125,0.0017812323647390862
3511,,
3512,0.3563608433463589,0.0002736596255987765
3513,,
3514,,
3515,0.3306960458823958,0.0007781438901633971
3516,,
3517,0.37436880621504104,0.00012447775457440609
3518,-0.698116094682597,6.87693297479541e-16
3519,-0.5221769173051367,2.51982736045409e-08
3520,,
3521,,
3522,,
3523,-0.36716912294838,0.00017150915098159108
3524,,
3525,0.5095755437549092,6.142056267821833e-08
3526,-0.16963849060234676,0.09154378747046268
3527,,
3528,-0.04986543533447122,0.6222304288179108
3529,,
3530,,
3531,,
3532,,
3533,,
3534,0.5693780622318455,6.34670894274946e-10
3535,-0.11914898724443569,0.23771345021007761
3536,,
3537,0.2582801525470891,0.009472615413676102
3538,0.13310050796075887,0.18678385814001694
3539,,
3540,-0.2918358101151231,0.003218259035573139
3541,,
3542,,
3543,,
3544,,
3545,-0.23205729425447305,0.020168045949634787
3546,0.36555984603802494,0.00018405899158105454
3547,,
3548,,
3549,,
3550,,
3551,-0.10808978179059328,0.28441765177616973
3552,,
3553,,
3554,,
3555,,
3556,,
3557,0.4498750363971892,2.6559359498848755e-06
3558,-0.06307287494592383,0.5330084895575302
3559,,
3560,,
3561,,
3562,-0.19452320303701007,0.05245949991325021
3563,,
3564,,
3565,,
3566,,
3567,,
3568,,
3569,,
3570,,
3571,-0.018025964830896697,0.8587168616588025
3572,,
3573,0.2870292862038222,0.0037868473911256864
3574,,
3575,,
3576,,
3577,,
3578,0.6516230269363296,2.1065852936310353e-13
3579,0.03672118393441597,0.7168159621031187
3580,,
3581,,
3582,,
3583,,
3584,,
3585,,
3586,0.47717201176861035,5.182958054135743e-07
3587,,
3588,0.025022727478308665,0.804815368420002
3589,,
3590,,
3591,,
3592,,
3593,-0.22842089788712172,0.02226600863923032
3594,-0.23444555457494473,0.01888455133113052
3595,,
3596,,
3597,0.254187706470301,0.010711220962772768
3598,,
3599,-0.2554838477497529,0.010304420504555031
3600,,
3601,,
3602,-0.3254154702994434,0.0009543680788385261
3603,,
3604,,
3605,,
3606,,
3607,,
3608,,
3609,-0.27604208859883816,0.0054367887878722845
3610,,
3611,-0.22782083247996807,0.02262957718362717
3612,,
3613,,
3614,,
3615,,
3616,,
3617,,
3618,0.439019853181779,4.895689978814576e-06
3619,,
3620,,
3621,,
3622,,
3623,,
3624,0.06349292073093141,0.5302789398264323
3625,-0.43900785187363595,4.898944560607379e-06
3626,0.3606297171951705,0.00022799192647740638
3627,-0.5357924013934539,9.230351016486204e-09
3628,,
3629,-0.4082004938703657,2.4883751329889958e-05
3630,,
3631,,
3632,,
3633,0.21046094025101192,0.03557511903587177
3634,0.3382868732828899,0.0005765451115562807
3635,0.5067492356872154,7.463992150469674e-08
3636,0.29678034907006956,0.002714441057057277
3637,,
3638,,
3639,-0.2992646198556858,0.0024891208095539404
3640,,
3641,,
3642,,
3643,,
3644,,
3645,,
3646,,
3647,-0.12341545228929839,0.22120846483908405
3648,,
3649,,
3650,,
3651,,
3652,,
3653,,
3654,,
3655,,
3656,,
3657,0.33631865874742584,0.0006236164919257058
3658,,
3659,,
3660,-0.009937083142465023,0.921833906761196
3661,0.17856146320672206,0.07548939582689804
3662,,
3663,,
3664,,
3665,,
3666,,
3667,,
3668,,
3669,,
3670,,
3671,0.5147961127971464,4.2648951890944275e-08
3672,,
3673,-0.4590320345103544,1.559429381436728e-06
3674,,
3675,,
3676,,
3677,,
3678,-0.39458500978204863,4.858025815741977e-05
3679,,
3680,0.4231601244707071,1.1529252705072421e-05
3681,0.22537896609410188,0.024161916361525166
3682,-0.49387183204969737,1.7748233474955634e-07
3683,,
3684,,
3685,,
3686,0.11049004341920803,0.2737954623044195
3687,,
3688,,
3689,0.285295097177148,0.0040130811303840455
3690,,
3691,0.26039238278027005,0.008883977254726541
3692,,
3693,,
3694,,
3695,,
3696,,
3697,,
3698,,
3699,0.3352085377441915,0.0006516935250318151
3700,,
3701,,
3702,0.4167814291926635,1.6077273907693807e-05
3703,-0.08430918970509274,0.4042931788400651
3704,-0.29955865190519104,0.002463599351340431
3705,0.4319270800692225,7.2191745170854165e-06
3706,,
3707,,
3708,,
3709,,
3710,-0.07247589987602208,0.4736270273435098
3711,,
3712,,
3713,,
3714,,
3715,,
3716,,
3717,,
3718,0.22909207186309313,0.02186529280009403
3719,0.42089187723166616,1.298641018725076e-05
3720,,
3721,,
3722,,
3723,,
3724,-0.046637083443984394,0.644972064621796
3725,,
3726,,
3727,0.19044875892243654,0.057702174299305714
3728,0.05181747767633459,0.6086480616270235
3729,,
3730,,
3731,0.25145140821368017,0.011616446735507404
3732,,
3733,-0.024560677114800325,0.8083497840829768
3734,,
3735,0.2768761795147818,0.0052921693862536005
3736,,
3737,0.42952081778653617,8.2196829037996e-06
3738,,
3739,,
3740,0.5135779800206244,4.64630191694562e-08
3741,,
3742,,
3743,,
3744,,
3745,,
3746,0.2560839131569066,0.010120716583925013
3747,,
3748,,
3749,-0.0837511288764398,0.407422199804396
3750,0.5070372670826492,7.317769044670311e-08
3751,,
3752,,
3753,-0.2750039754444623,0.005621682514244819
3754,,
3755,-0.15099445840208175,0.13372509307854422
3756,-0.1555309528801636,0.12230407733698022
3757,,
3758,0.08012673381723157,0.42808740420252744
3759,,
3760,-0.18134576669591512,0.07097132916714743
3761,,
3762,0.27535201338061144,0.005559081992150174
3763,,
3764,,
3765,,
3766,,
3767,0.16641613936593144,0.09796518341387972
3768,,
3769,,
3770,-0.33151213483612474,0.000753733020196828
3771,,
3772,,
3773,,
3774,-0.1829179380626578,0.0685182177820834
3775,-0.07851855852605968,0.4374457005147778
3776,,
3777,,
3778,,
3779,,
3780,,
3781,,
3782,,
3783,,
3784,,
3785,,
3786,,
3787,,
3788,,
3789,,
3790,0.29164978983890555,0.0032387529211802555
3791,-0.21544748378445905,0.03133934199185933
3792,0.08822761681380631,0.38272432856346994
3793,,
3794,,
3795,0.3568168930557957,0.00026840635226613424
3796,,
3797,-0.18896059671269538,0.05972084534952268
3798,,
3799,,
3800,-0.34591370460781323,0.0004232799592650257
3801,,
3802,-0.0661330204623356,0.5132845734854041
3803,-0.4132410432904567,1.9280146578771302e-05
3804,,
3805,,
3806,-0.250365289826732,0.011993875947545493
3807,0.37432080098246867,0.00012474716250859713
3808,,
3809,,
3810,,
3811,0.04510091600167097,0.6559109920513457
3812,,
3813,,
3814,,
3815,,
3816,,
3817,,
3818,,
3819,,
3820,,
3821,,
3822,,
3823,,
3824,-0.27194964252205006,0.006198478508119842
3825,,
3826,0.47415573944353795,6.252316862010764e-07
3827,,
3828,0.035805902844860384,0.7235856212012655
3829,,
3830,0.3083616114281357,0.0018006686745197175
3831,-0.1494222870353391,0.13786719635722477
3832,0.32177307327802046,0.001096363131271594
3833,,
3834,,
3835,0.4841867763782369,3.327215971115239e-07
3836,,
3837,0.5730024572910537,4.668401648585099e-10
3838,,
3839,,
3840,,
3841,,
3842,,
3843,,
3844,,
3845,,
3846,-0.10054831260477927,0.31955782263772536
3847,,
3848,,
3849,,
3850,0.030297302407189555,0.764762574557855
3851,,
3852,-0.19335307549306038,0.05392334309427934
3853,,
3854,,
3855,,
3856,,
3857,,
3858,,
3859,,
3860,,
3861,0.19170289562338774,0.056044633870955776
3862,0.5395516250579628,6.940038228232121e-09
3863,-0.1760291871885335,0.0797965489434009
3864,,
3865,-0.328529809762571,0.0008464859271564958
3866,,
3867,-0.1404475910827808,0.16339707550553353
3868,,
3869,,
3870,,
3871,,
3872,,
3873,,
3874,-0.42697053980613303,9.421684136085627e-06
3875,,
3876,,
3877,-0.22251625428072946,0.026070310082671622
3878,,
