latent_index,spearman,p_value
5332,,
5333,,
5334,,
5335,,
5336,,
5337,,
5338,,
5339,,
5340,,
5341,,
5342,,
5343,,
5344,-0.030675343613696376,0.7619141783441097
5345,,
5346,,
5347,-0.25424771301101634,0.01069208177030873
5348,,
5349,,
5350,0.12391950723130749,0.2193133006063301
5351,-0.3049532399155027,0.002035333743358405
5352,,
5353,,
5354,,
5355,,
5356,,
5357,-0.3091596984196501,0.0017493869041129743
5358,,
5359,,
5360,,
5361,,
5362,,
5363,,
5364,,
5365,0.5824534874537243,2.0588445952966382e-10
5366,0.20012247684077253,0.04590045934806164
5367,-0.4476127898122198,3.022203893522777e-06
5368,,
5369,0.04602501672868765,0.6493216490199166
5370,-0.20541439017684945,0.040341365031457514
5371,,
5372,,
5373,,
5374,0.06982361077640278,0.49000509004205806
5375,,
5376,,
5377,,
5378,,
5379,-0.4725155042090977,6.918539284790185e-07
5380,0.36396367205499613,0.000197341527670646
5381,,
5382,,
5383,,
5384,0.14054131900946457,0.16311346417741998
5385,0.3995715533154957,3.8151909956740324e-05
5386,-0.4753058083523623,5.821995542312447e-07
5387,,
5388,,
5389,,
5390,,
5391,,
5392,,
5393,,
5394,,
5395,,
5396,,
5397,,
5398,,
5399,,
5400,-0.051011560262134756,0.6142399201922271
5401,-0.22091407964362914,0.027193317803926528
5402,,
5403,-0.30774354405876736,0.0018413135481598533
5404,,
5405,,
5406,,
5407,-0.5662277188442887,8.26376249710863e-10
5408,,
5409,,
5410,,
5411,0.38750423797763517,6.801771228459054e-05
5412,,
5413,,
5414,0.21181708807117927,0.034378107759441015
5415,,
5416,,
5417,,
5418,,
5419,,
5420,,
5421,-0.26510289622642647,0.007685769842270032
5422,-0.007170781615486535,0.9435512240018509
5423,,
5424,,
5425,-0.318436709614246,0.0012430345081882335
5426,0.05649615808351944,0.5766362483602738
5427,,
5428,,
5429,,
5430,,
5431,,
5432,0.45723183828889336,1.7336397366036284e-06
5433,,
5434,,
5435,,
5436,,
5437,,
5438,,
5439,,
5440,-0.17641922970318338,0.07912059613158808
5441,-0.20738860536638506,0.03841689050477914
5442,-0.4099286822429684,2.2810023471164984e-05
5443,,
5444,,
5445,,
5446,,
5447,0.1255994301240608,0.2130800184331877
5448,0.4045100916163706,2.9917094918661023e-05
5449,,
5450,,
5451,,
5452,0.133772581216771,0.18454850418361446
5453,,
5454,-0.4203218150948702,1.3378918801923636e-05
5455,,
5456,,
5457,,
5458,,
5459,,
5460,0.02666690669390976,0.7922706461551408
5461,,
5462,-0.3392649798965504,0.0005543852585225134
5463,,
5464,,
5465,,
5466,0.3891795544989767,6.285497469003306e-05
5467,0.13178036406502078,0.19123193980840675
5468,0.723834898033204,1.7671618669846577e-17
5469,,
5470,,
5471,-0.11243425533838595,0.265389656749439
5472,0.25359964237129035,0.01090037787475919
5473,,
5474,0.6050219406642838,2.611347123088057e-11
5475,0.06371494493157827,0.5288390070010116
5476,-0.1151765542490783,0.2538336664599786
5477,0.21011890296893435,0.03588248803185079
5478,-0.2746439362001701,0.005687099812992826
5479,-0.20475493255613225,0.04100187519255532
5480,,
5481,,
5482,,
5483,0.7288814481073664,8.205553162392814e-18
5484,,
5485,,
5486,,
5487,0.3099517847570929,0.0016998014950083415
5488,,
5489,,
5490,0.5422071005959267,5.66176177278909e-09
5491,,
5492,-0.19793157454964297,0.04838097107952683
5493,0.29804648707916376,0.002597408569904894
5494,,
5495,0.033069604588239584,0.7439494650784823
5496,,
5497,0.25089934803909875,0.011806972320506728
5498,,
5499,,
5500,0.1986816563085851,0.047519546910687376
5501,,
5502,,
5503,0.1839595261357694,0.06693111775510437
5504,,
5505,,
5506,,
5507,,
5508,,
5509,-0.5023387549446359,1.0082291151650273e-07
5510,,
5511,0.1583452596397144,0.11560559933409248
5512,-0.02448266861187035,0.8089468858374058
5513,,
5514,-0.4166614161112327,1.6177130733133985e-05
5515,0.11733678971483157,0.24497682158285417
5516,-0.00874295298222919,0.9312025310661003
5517,,
5518,-0.22686072782852215,0.02322185059479445
5519,,
5520,,
5521,,
5522,-0.07056769188127335,0.48538028721692583
5523,-0.21790175129971762,0.029416223476765247
5524,,
5525,,
5526,-0.15328070760333729,0.12787170707440387
5527,,
5528,0.032619555532874316,0.7473161658076808
5529,,
5530,,
5531,,
5532,,
5533,,
5534,,
5535,,
5536,,
5537,,
5538,,
5539,0.5209467832204716,2.7532057927174562e-08
5540,,
5541,,
5542,,
5543,0.2781843221023768,0.00507223981362775
5544,,
5545,,
5546,,
5547,,
5548,,
5549,,
5550,,
5551,0.02138633111095733,0.8327322556403602
5552,,
5553,-0.13711494553461703,0.1737207079557253
5554,,
5555,,
5556,,
5557,0.19395914155428562,0.05316101107452557
5558,,
5559,,
5560,,
5561,0.5100675973887753,5.936037253592041e-08
5562,,
5563,,
5564,,
5565,,
5566,,
5567,,
5568,,
5569,,
5570,0.6529071669076384,1.8226991432106348e-13
5571,0.31015580699552514,0.001687237356752999
5572,,
5573,,
5574,,
5575,,
5576,,
5577,,
5578,,
5579,,
5580,,
5581,,
5582,,
5583,,
5584,,
5585,,
5586,,
5587,,
5588,,
5589,,
5590,,
5591,-0.10647560584534986,0.291713485190441
5592,,
5593,-0.09331012024143207,0.35580585029961287
5594,,
5595,0.2994746427481896,0.0024708670334843237
5596,,
5597,,
5598,,
5599,,
5600,0.2873661850178952,0.0037442449464933133
5601,0.0012301340846650544,0.9903085856552871
5602,-0.08862966063659927,0.38055128252796955
5603,,
5604,0.16405188166174595,0.10289800638556547
5605,,
5606,,
5607,,
5608,,
5609,,
5610,,
5611,,
5612,,
5613,0.38689817191640996,6.998075687561716e-05
5614,-0.1083718125319555,0.2831555029775827
5615,,
5616,,
5617,,
5618,,
5619,,
5620,0.6166812182777704,8.42138479801425e-12
5621,,
5622,,
5623,0.6364353714812698,1.1087756014130779e-12
5624,-0.5874340303331,1.3232270813213637e-10
5625,,
5626,,
5627,,
5628,,
5629,0.030411314834548755,0.7639032024670427
5630,,
5631,,
5632,,
5633,,
5634,,
5635,,
5636,,
5637,-0.2724957020425599,0.006091659585227391
5638,0.2794984653440434,0.00485952913254417
5639,0.4129170079705937,1.960140420896494e-05
5640,0.27534001207246833,0.0055612302782959465
5641,-0.06532912087682169,0.5184295567451298
5642,,
5643,,
5644,,
5645,,
5646,,
5647,,
5648,,
5649,0.37054629861574656,0.00014770659715499502
5650,-0.12490361449903953,0.21564635991347164
5651,,
5652,,
5653,,
5654,-0.2672091258055359,0.007197827769090003
5655,-0.0393066428737726,0.6978127432624139
5656,-0.055632063897218136,0.5824892541042457
5657,,
5658,,
5659,0.3512468233859113,0.00033942836731820045
5660,0.20943444622060584,0.036504267734026805
5661,,
5662,,
5663,,
5664,,
5665,,
5666,-0.20621847782243538,0.03954803689885887
5667,-0.502374758869065,1.0057745639456175e-07
5668,,
5669,-0.3698623150073168,0.00015226470651479067
5670,,
5671,-0.08655343432784754,0.39185350327097346
5672,,
5673,-0.056094114260726476,0.5793561246149561
5674,,
5675,,
5676,,
5677,,
5678,,
5679,,
5680,,
5681,-0.12300140715836236,0.22277382976424803
5682,,
5683,-0.04917536011624448,0.6270627733172625
5684,,
5685,,
5686,0.35818504218410613,0.0002531997452409524
5687,0.37196854458642625,0.0001386307636084112
5688,0.40157577177538906,3.4582992155337456e-05
5689,,
5690,,
5691,-0.4433223221510709,3.851544044291979e-06
5692,,
5693,0.056706180976023236,0.5752177788863577
5694,,
5695,,
5696,,
5697,,
5698,0.0825672479671597,0.41410704261635456
5699,,
5700,,
5701,,
5702,,
5703,,
5704,,
5705,,
5706,,
5707,,
5708,,
5709,,
5710,,
5711,0.08597737153697999,0.3950245575864717
5712,,
5713,,
5714,,
5715,0.06618121375497991,0.5129769687939427
5716,,
5717,-0.17422899096707242,0.08297643584637723
5718,0.4720054486130171,7.139077070327366e-07
5719,0.4870610896785031,2.7666742333580756e-07
5720,,
5721,,
5722,0.18337998842616612,0.06781045873480565
5723,0.2816046949231528,0.004535149756559849
5724,0.5184325091644977,3.2960245785578484e-08
5725,0.46389856496237075,1.1676455836185572e-06
5726,-0.21915588800066885,0.028472723708629216
5727,-0.19766154511642384,0.04869422795655017
5728,0.09514037030421675,0.34640757930841737
5729,,
5730,,
5731,-0.3838318376858546,8.074718872642689e-05
5732,,
5733,,
5734,,
5735,0.06017455902937153,0.5520310083691082
5736,,
5737,,
5738,,
5739,-0.1064169098950782,0.2919810946559752
5740,,
5741,,
5742,,
5743,,
5744,0.42303411073520486,1.1605997982884005e-05
5745,0.5261733529167802,1.8851143407150947e-08
5746,,
5747,0.14344563558008838,0.15450540265896778
5748,,
5749,0.3725626093395084,0.00013499524366666985
5750,-0.32074696143178766,0.0011397005258894728
5751,0.3120220104117732,0.0015761562136425516
5752,,
5753,0.49021743372013143,2.2548914674910288e-07
5754,0.1887625751283347,0.059993754811666924
5755,,
5756,0.48526689411111346,3.104973967437781e-07
5757,0.2748839623630316,0.005643413632201736
5758,,
5759,0.614743007012664,1.01973372951898e-11
5760,-0.047855216220506376,0.6363511551311323
5761,,
5762,,
5763,,
5764,0.25169743503061315,0.011532407382739022
5765,,
5766,,
5767,,
5768,-0.08042076586673687,0.42638886615907434
5769,,
5770,-0.2875933476865466,0.0037157617716085246
5771,,
5772,0.4854949189658319,3.059895423708831e-07
5773,,
5774,,
5775,0.2514154042892509,0.011628789942337285
5776,,
5777,,
5778,,
5779,,
5780,,
5781,0.49917040959486436,1.248072154351048e-07
5782,,
5783,,
5784,0.343843478953133,0.0004606734099976558
5785,0.29421206912745174,0.0029665121295318476
5786,,
5787,,
5788,0.36568585977352713,0.0001830464282492365
5789,0.23135521772810325,0.020559325288942346
5790,,
5791,,
5792,0.29540019863361605,0.002847396839910337
5793,-0.16180763703899118,0.10775836172103373
5794,,
5795,,
5796,,
5797,,
5798,,
5799,,
5800,-0.44436043530544683,3.633164013290411e-06
5801,0.09001581172712429,0.37311653947991663
5802,-0.310533848202032,0.0016641788343771105
5803,0.24016417790511935,0.01609365605130219
5804,,
5805,,
5806,,
5807,,
5808,0.44458245950609365,3.5880008285934163e-06
5809,0.026102845211185298,0.7965685215291053
5810,0.41023471560061675,2.2460116576652095e-05
5811,-0.42664650448627,9.585736371617171e-06
5812,,
5813,,
5814,,
5815,,
5816,0.26574496621208094,0.007534020216823519
5817,0.27783628416622763,0.0051299444117305455
5818,,
5819,,
5820,,
5821,,
5822,0.0452209290831017,0.6550537282266473
5823,,
5824,,
5825,-0.23096517521345333,0.020779505756807082
5826,,
5827,,
5828,0.21249516198126295,0.0337924231035597
5829,,
5830,,
5831,0.3195468306174803,0.0011923620524422634
5832,,
5833,0.18391404663853292,0.06699978854758812
5834,,
5835,,
5836,,
5837,,
5838,,
5839,0.03192948031464758,0.7524876515260734
5840,,
5841,,
5842,,
5843,,
5844,,
5845,,
5846,,
5847,,
5848,0.5190985817664382,3.1430286661409365e-08
5849,,
5850,0.5217148669416283,2.6051791823794966e-08
5851,,
5852,,
5853,,
5854,,
5855,,
5856,,
5857,,
5858,,
5859,,
5860,,
5861,,
5862,,
5863,,
5864,-0.0025022727478308665,0.9802877424975867
5865,,
5866,,
5867,,
5868,,
5869,,
5870,,
5871,0.3451216182703704,0.0004372444249194519
5872,0.544223320363963,4.8451843185511e-09
5873,,
5874,0.21506944257795224,0.031644805579982206
5875,-0.20623647978464998,0.039530426125498806
5876,,
5877,,
5878,0.25178144418761467,0.011503832932134549
5879,-0.3778251829602462,0.00010643967301313368
5880,,
5881,,
5882,,
5883,0.3247133937730736,0.0009803580816528806
5884,,
5885,,
5886,,
5887,0.04559296963553699,0.6523990580749346
5888,0.1517325388528808,0.13181352400612098
5889,-0.2702874613442343,0.0065339215712074275
5890,0.4336972730203258,6.557598044951506e-06
5891,,
5892,,
5893,,
5894,,
5895,,
5896,,
5897,,
5898,,
5899,-0.29820850473909527,0.002582765378522299
5900,-0.3479179230677065,0.00038975670955822966
5901,,
5902,-0.2907796949985327,0.0033361742802761156
5903,,
5904,,
5905,0.4349094051427762,6.137991006834756e-06
5906,,
5907,,
5908,,
5909,,
5910,,
5911,,
5912,0.6442002178498385,4.798799091471252e-13
5913,,
5914,,
5915,,
5916,,
5917,0.35621682764864204,0.0002753381611447621
5918,,
5919,,
5920,0.2482830628639087,0.01274747236063566
5921,,
5922,-0.1457918913220593,0.14780318890829092
5923,,
5924,-0.20753262106410195,0.03827956256366958
5925,-0.3885783550564403,6.466412237907487e-05
5926,0.07836854217427125,0.4383245471780981
5927,,
5928,,
5929,,
5930,,
5931,-0.14785611632266799,0.1420895908037743
5932,,
5933,,
5934,,
5935,,
5936,0.16945847098020064,0.0918935117632352
5937,,
5938,-0.3167385245120011,0.0013243457875668353
5939,,
5940,0.2314332262310332,0.020515530390517903
5941,,
5942,,
5943,,
5944,-0.30165888083022896,0.0022880531482394003
5945,,
5946,-0.0743361026381985,0.4623194219236706
5947,,
5948,,
5949,-0.4490109422108879,2.7905865359895306e-06
5950,,
5951,,
5952,,
5953,-0.24311049905424395,0.014800519051975276
5954,,
5955,,
5956,,
5957,,
5958,-0.3876542543294236,6.753979370366348e-05
5959,,
5960,,
5961,,
5962,,
5963,,
5964,,
5965,-0.12463958571989191,0.2166258775100701
5966,,
5967,0.47921223415293285,4.560704683844014e-07
5968,,
5969,,
5970,,
5971,0.12478960207168034,0.21606894739853202
5972,,
5973,,
5974,,
5975,,
5976,,
5977,,
5978,,
5979,,
5980,-0.37324068324959203,0.00013095377174663332
5981,0.49826880611525476,1.3256915987822787e-07
5982,0.4452545327621058,3.45449855048087e-06
5983,0.450175069100766,2.610635542595926e-06
5984,0.043174706044707634,0.6697305019958936
5985,,
5986,,
5987,,
5988,,
5989,,
5990,,
5991,-0.2955202117150468,0.00283560734830036
5992,-0.2120511135799692,0.03417501112420514
5993,,
5994,,
5995,-0.07459413076327459,0.4607627481636464
5996,,
5997,-0.37631901878829044,0.00011397875875782255
5998,0.06333090307099991,0.5313309375183723
5999,0.13893914437236424,0.1680119587809072
6000,,
6001,,
6002,,
6003,,
6004,,
6005,,
6006,,
6007,,
6008,,
6009,-0.3537505588252404,0.00030559795778154614
6010,,
6011,0.019256098915561754,0.8491856066168166
6012,0.3807835054175139,9.296195643908573e-05
6013,,
6014,,
6015,,
6016,,
6017,-0.3359596274843262,0.0006325734435481765
6018,,
6019,,
6020,,
6021,0.27706219979099944,0.0052603865494027435
6022,,
6023,,
6024,,
6025,0.00632468939139984,0.9502026153840245
6026,,
6027,0.015349673114991262,0.8795215131533363
6028,,
6029,,
6030,,
6031,,
6032,0.4724795002846685,6.933892216745817e-07
6033,,
6034,,
6035,,
6036,,
6037,,
6038,,
6039,,
6040,,
6041,,
6042,,
6043,,
6044,,
6045,,
6046,,
6047,,
6048,,
6049,,
6050,,
6051,,
6052,,
6053,,
6054,,
6055,,
6056,0.2379799398230799,0.017114386506343605
6057,0.4012217331851684,3.5189824572818254e-05
6058,,
6059,0.2557778797992582,0.010214043673891159
6060,0.40069967628094466,3.610283013262607e-05
6061,,
6062,,
6063,,
6064,0.6003414372409757,4.060779630402334e-11
6065,-0.03721605655167154,0.7131648193097209
6066,,
6067,,
6068,,
6069,,
6070,,
6071,,
6072,,
6073,,
6074,-0.10500544559782334,0.29846522084455823
6075,0.2949141456538215,0.0028955961573240148
6076,-0.08558132836825855,0.3972134916566564
6077,,
6078,-0.414273155790761,1.8289478086467266e-05
6079,,
6080,,
6081,,
6082,0.12604973942670306,0.21143077969749371
6083,0.28153868772836593,0.004545014845333416
6084,,
6085,0.585009766088199,1.6424427521040824e-10
6086,0.31911478352432965,0.001211855566288256
6087,-0.27784828547437074,0.005127944914895422
6088,,
6089,-0.3842818867412199,7.907590581457153e-05
6090,,
6091,,
6092,,
6093,0.4696231889466169,8.260386559771611e-07
6094,,
6095,,
6096,,
6097,,
6098,,
6099,,
6100,,
6101,,
6102,,
6103,,
6104,,
6105,0.007194784231772684,0.9433625863956538
6106,,
6107,,
6108,,
6109,0.5025847817615688,9.91569436440667e-08
6110,-0.023546566576710597,0.8161205575890479
6111,,
6112,,
6113,,
6114,-0.059676504741433975,0.555332627469456
6115,,
6116,,
6117,0.5548804819950126,2.0905096479452233e-09
6118,,
6119,,
6120,0.027074951170774266,0.7891654064105583
6121,,
6122,0.26848726512277327,0.00691525813928708
6123,,
6124,,
6125,,
6126,,
6127,0.17871748021258202,0.07523025961093861
6128,-0.10884586420360692,0.28104244871430206
6129,-0.30163487821394286,0.0022899939459807665
6130,,
6131,,
6132,,
6133,,
6134,,
6135,-0.30437117647056366,0.002078063373540679
6136,,
6137,,
6138,0.3523164025021431,0.00032457502286879357
6139,,
6140,,
6141,,
6142,,
6143,-0.35865909385575756,0.00024811913766216247
6144,0.37891730200126594,0.00010126573506517243
6145,,
6146,0.4469347159021361,3.1409616262761285e-06
6147,0.2976924484889431,0.0026296670392647273
6148,,
6149,0.11820688455520441,0.24147052932360627
6150,,
6151,,
6152,,
6153,,
6154,0.2427444591558802,0.014956105567197044
6155,0.02088227616894824,0.836619210428032
6156,0.4105107456879074,2.2148834046658712e-05
6157,-0.2357716991247544,0.01820270469887389
6158,,
6159,,
6160,,
6161,,
6162,,
6163,,
6164,,
6165,0.3752929069420577,0.00011939573914773957
6166,,
6167,,
6168,,
6169,0.33002397262638367,0.0007987871430976956
6170,,
6171,,
6172,,
6173,,
6174,,
6175,0.3650317884797296,0.0001883587473062283
6176,,
6177,,
6178,0.3546026517033986,0.0002948128126699193
6179,-0.474195687349128,6.236876616078304e-07
6180,,
6181,,
6182,0.4600041404699433,1.4723811154001014e-06
6183,,
6184,,
6185,,
6186,,
6187,,
6188,,
6189,0.2769110664389457,0.0052861957388896305
6190,,
6191,,
6192,,
6193,,
6194,,
6195,0.29080369761481883,0.0033334519387740336
6196,,
6197,,
6198,,
6199,,
6200,,
6201,,
6202,-0.2536236449875765,0.010892600344337007
6203,,
6204,,
6205,,
6206,,
6207,,
6208,,
6209,,
6210,0.17973759140474327,0.073553482243039
6211,,
6212,,
6213,,
6214,,
6215,,
6216,,
6217,,
6218,,
6219,,
6220,,
6221,,
6222,-0.18945865100063297,0.059038916549924395
6223,,
6224,,
6225,,
6226,-0.2617365292922943,0.008526361987321747
6227,,
6228,,
6229,,
6230,,
6231,,
6232,,
6233,,
6234,,
6235,,
6236,,
6237,,
6238,,
6239,,
6240,,
6241,,
6242,,
6243,,
6244,0.5180964725364916,3.3758853265173896e-08
6245,0.34878201725400787,0.0003760717863612469
6246,-0.4625004125637027,1.269433581863247e-06
6247,,
6248,,
6249,0.3133781582319405,0.0014996403702660715
6250,,
6251,-0.07066255048193668,0.48479237465695113
6252,,
6253,,
6254,-0.26286465225774325,0.008236065090144394
6255,0.37131447329262873,0.000142738396275209
6256,,
6257,,
6258,,
6259,,
6260,,
6261,,
6262,,
6263,-0.5010306123570408,1.1013839305255903e-07
6264,,
6265,-0.1986156491137982,0.04759483918701565
6266,0.03534385248135205,0.7270112099371742
6267,,
6268,,
6269,0.5966030297544083,5.7483765974119445e-11
6270,,
6271,0.5887961788073387,1.1710020535008444e-10
6272,,
6273,-0.16499398435097726,0.10090957862041568
6274,,
6275,,
6276,,
6277,,
6278,,
6279,,
6280,,
6281,,
6282,,
6283,0.03573389499600194,0.7241191227008738
6284,,
6285,,
6286,0.5772809236440596,3.233075266836025e-10
6287,-0.16984251284077898,0.09114870741099927
6288,,
6289,0.4293167955481039,8.310259891884403e-06
6290,,
6291,,
6292,,
6293,,
6294,0.45190925812744015,2.36277604970918e-06
6295,,
6296,,
6297,0.4028059058600541,3.2549714842489255e-05
6298,0.45387747266290424,2.108450979331332e-06
6299,0.17911352338130343,0.07457566286212922
6300,,
6301,,
6302,,
6303,,
6304,0.22616465195622387,0.02365949048169079
6305,,
6306,,
6307,,
6308,,
6309,,
6310,0.4669228946144254,9.732877255384316e-07
6311,,
6312,,
6313,,
6314,,
6315,,
6316,0.5148021134512178,4.2630924952654636e-08
6317,0.17475704852536766,0.08203336443779288
6318,,
6319,-0.21798576045671916,0.029352205416341013
6320,-0.30167088213837207,0.0022870833057532748
6321,,
6322,,
6323,-0.5913884613662427,9.265399229790268e-11
6324,,
6325,,
6326,0.0727399286551697,0.47201301523589
6327,,
6328,0.5011506254384716,1.0925073291398786e-07
6329,0.40656831596290777,2.7003233905824572e-05
6330,0.6685988773047074,2.933762036277098e-14
6331,,
6332,,
6333,,
6334,,
6335,0.20808468123868334,0.037756939534754196
6336,,
6337,,
6338,,
6339,,
6340,,
6341,,
6342,0.2558858915725459,0.010181018928255481
6343,,
6344,,
6345,,
6346,0.3435554475576993,0.00046610994635959435
6347,,
6348,0.2279108422910411,0.02257472019292174
6349,-0.1704365775938611,0.0900060105984732
6350,0.31825668999209994,0.0012514337138898148
6351,,
6352,,
6353,,
6354,,
6355,,
6356,0.48478084113131903,3.203178039533115e-07
6357,,
6358,,
6359,-0.39037855127790133,5.938690514626627e-05
6360,,
6361,,
6362,,
6363,-0.3782632307074684,0.00010433560195362912
6364,,
6365,,
6366,,
6367,0.19551331095881366,0.05124655807745476
6368,,
6369,0.09439628919934619,0.3502094704524389
6370,,
6371,,
6372,-0.4106727633478389,2.1968012211310156e-05
6373,,
6374,,
6375,0.43237712912458776,7.045262354230915e-06
6376,,
6377,,
6378,,
6379,,
6380,,
6381,,
6382,,
6383,-0.4170574592799542,1.5849793930643915e-05
6384,,
6385,,
6386,0.26644704273845077,0.0073711213387306
6387,,
6388,0.03708983584147861,0.7140954581168357
6389,,
6390,0.11185219189344688,0.2678876432384394
6391,,
6392,0.5175444123619102,3.511110342669728e-08
6393,,
6394,0.4532474039853929,2.186905276940709e-06
6395,0.2530235795804228,0.01108850202061882
6396,,
6397,,
6398,,
6399,,
6400,-0.4569858114719603,1.758831573034551e-06
6401,-0.13801504364534753,0.17088631010656768
6402,-0.055410039696571274,0.5839975487936426
6403,-0.513877978021679,4.549458009818142e-08
6404,,
6405,,
6406,-0.3384428902887499,0.0005729568376830292
6407,-0.17224277446939373,0.08660136234301395
6408,,
6409,-0.4686750856033141,8.751515795535055e-07
6410,,
6411,,
6412,0.2706475005885265,0.006459928570086405
6413,0.0809968286576044,0.4230723601587706
6414,-0.3153223701511184,0.0013958155308016504
6415,,
6416,,
6417,,
6418,,
6419,,
6420,,
6421,,
6422,,
6423,,
6424,,
6425,,
6426,,
6427,-0.15052040673043035,0.1349639394576151
6428,,
6429,-0.10590586145838986,0.2943179532141181
6430,,
6431,,
6432,,
6433,-0.3769550881198734,0.00011073638827346586
6434,,
6435,-0.36923824698387697,0.00015653692042755411
6436,,
6437,,
6438,,
6439,,
6440,-0.18392004729260444,0.06699072471959173
6441,,
6442,-0.2757900611278336,0.0054811723994013985
6443,,
6444,,
6445,,
6446,,
6447,,
6448,0.398959486600199,3.930862462016892e-05
6449,,
6450,,
6451,,
6452,0.1389331437182927,0.1680305073794449
6453,,
6454,,
6455,,
6456,-0.13765500440105533,0.17201594894103456
6457,,
6458,-0.2461648319766562,0.013556106989558152
6459,,
6460,-0.3717045158072786,0.00014027551552576233
6461,,
6462,,
6463,,
6464,,
6465,,
6466,,
6467,,
6468,,
6469,,
6470,,
6471,,
6472,,
6473,,
6474,-0.35249642212428917,0.00032213477245441436
6475,,
6476,,
6477,,
6478,,
6479,,
6480,,
6481,0.20244406641143872,0.04338803084094682
6482,,
6483,,
6484,-0.3389529458848305,0.0005613683332842833
6485,0.6064861070102294,2.2711175437786526e-11
6486,,
6487,-0.6483106658888412,3.0503579248166234e-13
6488,,
6489,0.33946300148091113,0.0005499951027173478
6490,,
6491,,
6492,0.12360242848696892,0.22050412104489922
6493,,
6494,-0.5722223722617541,4.988992137876352e-10
6495,,
6496,,
6497,,
6498,,
6499,,
6500,,
6501,0.41977319811773145,1.3767159186503996e-05
6502,0.5892102239382749,1.1281719267528095e-10
6503,0.4054401929974588,2.856568578952902e-05
6504,0.08476523941452954,0.4017466731529291
6505,,
6506,,
6507,-0.3450556110755834,0.00043842703502509477
6508,-0.285541123994081,0.003980267320793147
6509,0.5545924505995787,2.139379542348997e-09
6510,0.2759520787877651,0.005452603272754941
6511,,
6512,,
6513,,
6514,,
6515,,
6516,,
6517,,
6518,,
6519,,
6520,,
6521,,
6522,,
6523,,
6524,0.28913551578293156,0.0035274676529508556
6525,,
6526,,
6527,-0.30762353097733663,0.0018493013113963694
6528,,
6529,,
6530,,
6531,0.23724786002635243,0.017468787811118523
6532,,
6533,,
6534,,
6535,-0.06615121048462223,0.5131684604056563
6536,-0.3619774555573174,0.00021510727187700095
6537,,
6538,0.3604532894231471,0.0002297304177400707
6539,,
6540,,
6541,0.15694110658697477,0.11891130075281782
6542,0.4047081132007313,2.962445922368429e-05
6543,0.13809905280234905,0.17062351666220119
6544,,
6545,,
6546,,
6547,-0.14705202867708206,0.144295047145709
6548,,
6549,0.31326414580458123,0.0015059409261988018
6550,,
6551,,
6552,-0.24962120872186142,0.012258584043193117
6553,,
6554,,
6555,,
6556,,
6557,,
6558,,
6559,0.4516692319645787,2.3957037022241222e-06
6560,,
6561,,
6562,,
6563,,
6564,-0.2839449500110522,0.004197498517163563
6565,0.010711167517693276,0.915766397637417
6566,0.20770063937810496,0.03811986620934244
6567,0.12633777082213682,0.21038065333750558
6568,,
6569,,
6570,,
6571,,
6572,,
6573,,
6574,0.022850490704412325,0.8214647142987415
6575,,
6576,-0.10727369283686426,0.2880909157634331
6577,,
6578,0.09800868295041137,0.3319952780628088
6579,,
6580,,
6581,,
6582,,
6583,,
6584,0.058026324871761334,0.5663390867447186
6585,,
6586,,
6587,-0.4563257395240913,1.8281413909398444e-06
6588,-0.06433901295501811,0.5248021504200242
6589,,
6590,,
6591,-0.005766628562746913,0.9545916022873928
6592,,
6593,,
6594,,
6595,0.42908277003931394,8.415313313144104e-06
6596,,
6597,,
6598,-0.3555447543926299,0.0002832976580411469
6599,,
6600,,
6601,-0.4736016225960459,6.470264016648998e-07
6602,,
6603,,
6604,-0.34440153978178595,0.0004503055347700595
6605,,
6606,-0.26212657180694426,0.008424990470979669
6607,0.2876833574976197,0.003704529489817775
6608,,
6609,-0.4939618418607704,1.7643266050086968e-07
6610,,
6611,,
6612,,
6613,,
6614,,
6615,0.7195144271016976,3.3629709577961635e-17
6616,,
6617,0.49251568422953,1.9403490280602614e-07
6618,,
6619,,
6620,,
6621,,
6622,,
6623,,
6624,,
6625,,
6626,,
6627,,
6628,,
6629,,
6630,,
6631,,
6632,,
6633,0.12559368971726625,0.21310110128705928
6634,,
6635,,
6636,,
6637,-0.04557496767332237,0.6525274104346599
6638,0.2874193287184721,0.0037375639821445815
6639,-0.29904859630911046,0.002508022756791957
6640,0.5510657193704898,2.8339859313876678e-09
6641,,
6642,0.3355565756803406,0.0006427688738876855
6643,,
6644,,
6645,,
6646,-0.09329816950425493,0.3558677325243742
6647,,
6648,,
6649,,
6650,,
6651,,
6652,,
6653,,
6654,0.408728551428661,2.4232094623226363e-05
6655,,
6656,,
6657,0.2985145380967437,0.002555308630337678
6658,-0.3423073115108196,0.0004903559885852254
6659,-0.2135069834479907,0.032934099235861596
6660,,
6661,,
6662,-0.058080330758405165,0.5659772503435662
6663,0.5744966201548665,4.1087381674114305e-10
6664,0.04936738104653366,0.6257165264015608
6665,,
6666,,
6667,0.5498099293045638,3.129948398445283e-09
6668,,
6669,,
6670,-0.5759187751698207,3.6363215226585705e-10
6671,,
6672,,
6673,,
6674,,
6675,,
6676,,
6677,-0.3074915165877628,0.0018581240420466574
6678,,
6679,,
6680,,
6681,0.30923770692258007,0.0017444460117843183
6682,,
6683,,
6684,,
6685,,
6686,,
6687,0.052247695000871355,0.6056721658167791
6688,0.0006360693315829061,0.9949887407663591
6689,,
6690,0.1806556914776884,0.07207023430870571
